task,distractor_type,pool_size,actual_pool_size,repeat,gold_count,distractor_count,hard_negative_count,hard_negative_purity,fallback_distractors,returned_count,positive_score_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
syzkaller-ppdev-syzlang,random,100,100,4,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,100,100,4,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,100,100,4,2,98,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,100,100,4,2,98,0,0.0,0,10,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,random,100,100,4,6,94,0,0.0,0,10,18,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.419665006636777,1
trend-anomaly-causal-inference,random,100,100,4,4,96,0,0.0,0,10,16,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,random,100,100,4,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,random,100,100,4,7,93,0,0.0,0,10,17,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9020870746500322,1
video-tutorial-indexer,random,100,100,4,1,99,0,0.0,0,10,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,100,100,4,1,99,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,100,100,4,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,random,100,100,4,2,98,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3d-scan-calc,random,100,100,5,1,99,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,100,100,5,5,95,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9896062251871525,1
azure-bgp-oscillation-route-leak,random,100,100,5,1,99,0,0.0,0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,random,100,100,5,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,100,100,5,4,96,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
court-form-filling,random,100,100,5,1,99,0,0.0,0,10,7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
crystallographic-wyckoff-position-analysis,random,100,100,5,2,98,0,0.0,0,10,6,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
dapt-intrusion-detection,random,100,100,5,2,98,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
data-to-d3,random,100,100,5,1,99,0,0.0,0,10,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,random,100,100,5,1,99,0,0.0,0,10,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,random,100,100,5,4,96,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.9438661545147249,1
earthquake-phase-association,random,100,100,5,4,96,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,100,100,5,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,100,100,5,1,99,0,0.0,0,10,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
energy-ac-optimal-power-flow,random,100,100,5,3,97,0,0.0,0,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,random,100,100,5,4,96,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,random,100,100,5,1,99,0,0.0,0,10,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,random,100,100,5,2,98,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
exoplanet-detection-period,random,100,100,5,5,95,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
financial-modeling-qa,random,100,100,5,2,98,0,0.0,0,10,9,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.45560514958746035,5
find-topk-similiar-chemicals,random,100,100,5,3,97,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,random,100,100,5,4,96,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.25,0.75,0.75,1.0,0.7095272044910244,1
fix-build-google-auto,random,100,100,5,3,97,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9469024295259745,1
fix-druid-loophole-cve,random,100,100,5,2,98,0,0.0,0,10,15,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
fix-erlang-ssh-cve,random,100,100,5,6,94,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7183750273402228,1
fix-visual-stability,random,100,100,5,3,97,0,0.0,0,10,13,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
flink-query,random,100,100,5,2,98,0,0.0,0,10,6,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
flood-risk-analysis,random,100,100,5,3,97,0,0.0,0,10,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,100,100,5,1,99,0,0.0,0,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,100,100,5,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,100,100,5,2,98,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,100,100,5,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,100,100,5,5,95,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.4,0.6,0.6,1.0,0.6548086577531307,1
invoice-fraud-detection,random,100,100,5,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.8529278650606567,1
jax-computing-basics,random,100,100,5,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,random,100,100,5,5,95,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.2,0.4,0.4,1.0,0.48522855511632257,1
lab-unit-harmonization,random,100,100,5,1,99,0,0.0,0,10,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,random,100,100,5,4,96,0,0.0,0,10,13,1.0,1.0,1.0,1.0,0.25,0.25,0.75,1.0,0.6310473491188939,1
latex-formula-extraction,random,100,100,5,2,98,0,0.0,0,10,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,2
lean4-proof,random,100,100,5,2,98,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,100,100,5,1,99,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,random,100,100,5,2,98,0,0.0,0,10,22,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6240505200038379,2
manufacturing-fjsp-optimization,random,100,100,5,1,99,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,random,100,100,5,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,random,100,100,5,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,100,100,5,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,random,100,100,5,6,94,0,0.0,0,10,30,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.792858019590654,2
offer-letter-generator,random,100,100,5,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,100,100,5,5,95,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,random,100,100,5,2,98,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,random,100,100,5,3,97,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
pddl-tpp-planning,random,100,100,5,1,99,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,100,100,5,2,98,0,0.0,0,10,2,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7903864795495061,1
pedestrian-traffic-counting,random,100,100,5,4,96,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,random,100,100,5,4,96,0,0.0,0,10,39,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,random,100,100,5,3,97,0,0.0,0,10,2,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,100,100,5,1,99,0,0.0,0,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,random,100,100,5,1,99,0,0.0,0,10,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
python-scala-translation,random,100,100,5,6,94,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,100,100,5,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,100,100,5,4,96,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,random,100,100,5,2,98,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
reserves-at-risk-calc,random,100,100,5,1,99,0,0.0,0,10,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
sales-pivot-analysis,random,100,100,5,2,98,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,random,100,100,5,2,98,0,0.0,0,10,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
sec-financial-report,random,100,100,5,2,98,0,0.0,0,10,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,random,100,100,5,4,96,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,random,100,100,5,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,1
shock-analysis-demand,random,100,100,5,1,99,0,0.0,0,10,11,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
shock-analysis-supply,random,100,100,5,1,99,0,0.0,0,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,100,100,5,2,98,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,100,100,5,3,97,0,0.0,0,10,17,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
speaker-diarization-subtitles,random,100,100,5,4,96,0,0.0,0,10,34,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9828920819566879,1
spring-boot-jakarta-migration,random,100,100,5,5,95,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9896062251871525,1
suricata-custom-exfil,random,100,100,5,3,97,0,0.0,0,10,15,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,random,100,100,5,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,100,100,5,1,99,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,100,100,5,2,98,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,100,100,5,2,98,0,0.0,0,10,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,random,100,100,5,6,94,0,0.0,0,10,18,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.6105858728157117,1
trend-anomaly-causal-inference,random,100,100,5,4,96,0,0.0,0,10,13,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,random,100,100,5,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,random,100,100,5,7,93,0,0.0,0,10,11,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,random,100,100,5,1,99,0,0.0,0,10,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,100,100,5,1,99,0,0.0,0,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,100,100,5,1,99,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,random,100,100,5,2,98,0,0.0,0,10,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3d-scan-calc,random,100,100,6,1,99,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,100,100,6,5,95,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.975788054854922,1
azure-bgp-oscillation-route-leak,random,100,100,6,1,99,0,0.0,0,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,random,100,100,6,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,100,100,6,4,96,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,random,100,100,6,1,99,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,random,100,100,6,2,98,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,random,100,100,6,2,98,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
data-to-d3,random,100,100,6,1,99,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,random,100,100,6,1,99,0,0.0,0,10,35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dynamic-object-aware-egomotion,random,100,100,6,4,96,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
earthquake-phase-association,random,100,100,6,4,96,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,100,100,6,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,100,100,6,1,99,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-ac-optimal-power-flow,random,100,100,6,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,random,100,100,6,4,96,0,0.0,0,10,8,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
enterprise-information-search,random,100,100,6,1,99,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,random,100,100,6,2,98,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8503449055347546,1
exoplanet-detection-period,random,100,100,6,5,95,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.830419897363192,1
financial-modeling-qa,random,100,100,6,2,98,0,0.0,0,10,11,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
find-topk-similiar-chemicals,random,100,100,6,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,random,100,100,6,4,96,0,0.0,0,10,23,0.0,1.0,1.0,1.0,0.25,0.75,0.75,0.3333333333333333,0.5143371794949736,3
fix-build-google-auto,random,100,100,6,3,97,0,0.0,0,10,17,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.8385465274895063,1
fix-druid-loophole-cve,random,100,100,6,2,98,0,0.0,0,10,16,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
fix-erlang-ssh-cve,random,100,100,6,6,94,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7751482523375256,1
fix-visual-stability,random,100,100,6,3,97,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
flink-query,random,100,100,6,2,98,0,0.0,0,10,3,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
flood-risk-analysis,random,100,100,6,3,97,0,0.0,0,10,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,100,100,6,1,99,0,0.0,0,10,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,100,100,6,3,97,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,100,100,6,2,98,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,100,100,6,3,97,0,0.0,0,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,100,100,6,5,95,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.4,0.6,0.6,1.0,0.6548086577531307,1
invoice-fraud-detection,random,100,100,6,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9060254355346823,1
jax-computing-basics,random,100,100,6,1,99,0,0.0,0,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,random,100,100,6,5,95,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
lab-unit-harmonization,random,100,100,6,1,99,0,0.0,0,10,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,random,100,100,6,4,96,0,0.0,0,10,13,1.0,1.0,1.0,1.0,0.25,0.25,0.75,1.0,0.6595629128335778,1
latex-formula-extraction,random,100,100,6,2,98,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lean4-proof,random,100,100,6,2,98,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,100,100,6,1,99,0,0.0,0,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,random,100,100,6,2,98,0,0.0,0,10,22,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.430624116386567,5
manufacturing-fjsp-optimization,random,100,100,6,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,random,100,100,6,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,random,100,100,6,3,97,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,100,100,6,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,random,100,100,6,6,94,0,0.0,0,10,42,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.792858019590654,2
offer-letter-generator,random,100,100,6,1,99,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,100,100,6,5,95,0,0.0,0,10,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,random,100,100,6,2,98,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,random,100,100,6,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8519590445170673,1
pddl-tpp-planning,random,100,100,6,1,99,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,100,100,6,2,98,0,0.0,0,10,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,random,100,100,6,4,96,0,0.0,0,10,10,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,random,100,100,6,4,96,0,0.0,0,10,36,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,random,100,100,6,3,97,0,0.0,0,10,2,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,100,100,6,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,random,100,100,6,1,99,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,random,100,100,6,6,94,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,100,100,6,1,99,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,100,100,6,4,96,0,0.0,0,10,15,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
react-performance-debugging,random,100,100,6,2,98,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
reserves-at-risk-calc,random,100,100,6,1,99,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
sales-pivot-analysis,random,100,100,6,2,98,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,random,100,100,6,2,98,0,0.0,0,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
sec-financial-report,random,100,100,6,2,98,0,0.0,0,10,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,random,100,100,6,4,96,0,0.0,0,10,6,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,random,100,100,6,3,97,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
shock-analysis-demand,random,100,100,6,1,99,0,0.0,0,10,10,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
shock-analysis-supply,random,100,100,6,1,99,0,0.0,0,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,100,100,6,2,98,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,100,100,6,3,97,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
speaker-diarization-subtitles,random,100,100,6,4,96,0,0.0,0,10,32,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9828920819566879,1
spring-boot-jakarta-migration,random,100,100,6,5,95,0,0.0,0,10,7,1.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,0.9182162519778518,1
suricata-custom-exfil,random,100,100,6,3,97,0,0.0,0,10,9,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,random,100,100,6,3,97,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,100,100,6,1,99,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,100,100,6,2,98,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,100,100,6,2,98,0,0.0,0,10,38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
