task,distractor_type,pool_size,actual_pool_size,repeat,gold_count,distractor_count,hard_negative_count,hard_negative_purity,fallback_distractors,returned_count,positive_score_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
flink-query,random,500,500,6,2,498,0,0.0,0,10,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,random,500,500,6,3,497,0,0.0,0,10,57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,500,500,6,1,499,0,0.0,0,10,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,500,500,6,3,497,0,0.0,0,10,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,500,500,6,2,498,0,0.0,0,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,500,500,6,3,497,0,0.0,0,10,46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,500,500,6,5,495,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.2,0.4,0.6,1.0,0.591176585485452,1
invoice-fraud-detection,random,500,500,6,3,497,0,0.0,0,10,23,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
jax-computing-basics,random,500,500,6,1,499,0,0.0,0,10,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
jpg-ocr-stat,random,500,500,6,5,495,0,0.0,0,10,19,1.0,1.0,1.0,1.0,0.2,0.4,0.4,1.0,0.4703652827859579,1
lab-unit-harmonization,random,500,500,6,1,499,0,0.0,0,10,54,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
lake-warming-attribution,random,500,500,6,4,496,0,0.0,0,10,50,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
latex-formula-extraction,random,500,500,6,2,498,0,0.0,0,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lean4-proof,random,500,500,6,2,498,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,500,500,6,1,499,0,0.0,0,10,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,random,500,500,6,2,498,0,0.0,0,10,61,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.41443699955334395,5
manufacturing-fjsp-optimization,random,500,500,6,1,499,0,0.0,0,10,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,random,500,500,6,3,497,0,0.0,0,10,24,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,random,500,500,6,3,497,0,0.0,0,10,18,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,500,500,6,3,497,0,0.0,0,10,22,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,random,500,500,6,6,494,0,0.0,0,10,160,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.8333333333333334,0.5,0.6625342536802833,2
offer-letter-generator,random,500,500,6,1,499,0,0.0,0,10,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,500,500,6,5,495,0,0.0,0,10,30,0.0,1.0,1.0,1.0,0.4,0.4,0.4,0.5,0.38356636737133565,2
paper-anonymizer,random,500,500,6,2,498,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,random,500,500,6,3,497,0,0.0,0,10,25,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,1
pddl-tpp-planning,random,500,500,6,1,499,0,0.0,0,10,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,500,500,6,2,498,0,0.0,0,10,17,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
pedestrian-traffic-counting,random,500,500,6,4,496,0,0.0,0,10,28,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,random,500,500,6,4,496,0,0.0,0,10,188,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,random,500,500,6,3,497,0,0.0,0,10,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,500,500,6,1,499,0,0.0,0,10,34,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
protein-expression-analysis,random,500,500,6,1,499,0,0.0,0,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,random,500,500,6,6,494,0,0.0,0,10,30,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,500,500,6,1,499,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,500,500,6,4,496,0,0.0,0,10,51,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,random,500,500,6,2,498,0,0.0,0,10,71,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
reserves-at-risk-calc,random,500,500,6,1,499,0,0.0,0,10,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,random,500,500,6,2,498,0,0.0,0,10,49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
scheduling-email-assistant,random,500,500,6,2,498,0,0.0,0,10,69,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8065735963827293,1
sec-financial-report,random,500,500,6,2,498,0,0.0,0,10,108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
seismic-phase-picking,random,500,500,6,4,496,0,0.0,0,10,31,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,random,500,500,6,3,497,0,0.0,0,10,24,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
shock-analysis-demand,random,500,500,6,1,499,0,0.0,0,10,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,random,500,500,6,1,499,0,0.0,0,10,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,500,500,6,2,498,0,0.0,0,10,32,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,500,500,6,3,497,0,0.0,0,10,73,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9325210919548239,1
speaker-diarization-subtitles,random,500,500,6,4,496,0,0.0,0,10,166,1.0,1.0,1.0,1.0,0.25,0.75,1.0,1.0,0.8396538878217249,1
spring-boot-jakarta-migration,random,500,500,6,5,495,0,0.0,0,10,25,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.8122682216087223,1
suricata-custom-exfil,random,500,500,6,3,497,0,0.0,0,10,58,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
syzkaller-ppdev-syzlang,random,500,500,6,3,497,0,0.0,0,10,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,500,500,6,1,499,0,0.0,0,10,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,500,500,6,2,498,0,0.0,0,10,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,500,500,6,2,498,0,0.0,0,10,198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,random,500,500,6,6,494,0,0.0,0,10,64,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4935232796777482,1
trend-anomaly-causal-inference,random,500,500,6,4,496,0,0.0,0,10,47,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
video-filler-word-remover,random,500,500,6,3,497,0,0.0,0,10,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,random,500,500,6,7,493,0,0.0,0,10,44,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,1.0,0.8824642221139222,1
video-tutorial-indexer,random,500,500,6,1,499,0,0.0,0,10,174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,500,500,6,1,499,0,0.0,0,10,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,500,500,6,1,499,0,0.0,0,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,random,500,500,6,2,498,0,0.0,0,10,69,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.25,0.45749452618986164,4
3d-scan-calc,random,500,500,7,1,499,0,0.0,0,10,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,500,500,7,5,495,0,0.0,0,10,34,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.830419897363192,1
azure-bgp-oscillation-route-leak,random,500,500,7,1,499,0,0.0,0,10,60,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
citation-check,random,500,500,7,1,499,0,0.0,0,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,500,500,7,4,496,0,0.0,0,10,35,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,random,500,500,7,1,499,0,0.0,0,10,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,random,500,500,7,2,498,0,0.0,0,10,62,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,random,500,500,7,2,498,0,0.0,0,10,40,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8065735963827293,1
data-to-d3,random,500,500,7,1,499,0,0.0,0,10,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,random,500,500,7,1,499,0,0.0,0,10,198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,random,500,500,7,4,496,0,0.0,0,10,27,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9619991470595832,1
earthquake-phase-association,random,500,500,7,4,496,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,500,500,7,1,499,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,500,500,7,1,499,0,0.0,0,10,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
energy-ac-optimal-power-flow,random,500,500,7,3,497,0,0.0,0,10,45,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
energy-market-pricing,random,500,500,7,4,496,0,0.0,0,10,30,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,random,500,500,7,1,499,0,0.0,0,10,52,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
exceltable-in-ppt,random,500,500,7,2,498,0,0.0,0,10,29,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,random,500,500,7,5,495,0,0.0,0,10,44,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8539316501572937,1
financial-modeling-qa,random,500,500,7,2,498,0,0.0,0,10,54,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
find-topk-similiar-chemicals,random,500,500,7,3,497,0,0.0,0,10,20,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,random,500,500,7,4,496,0,0.0,0,10,82,0.0,1.0,1.0,1.0,0.25,0.5,0.75,0.5,0.553486104522623,2
fix-build-google-auto,random,500,500,7,3,497,0,0.0,0,10,54,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8519590445170673,1
fix-druid-loophole-cve,random,500,500,7,2,498,0,0.0,0,10,54,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
fix-erlang-ssh-cve,random,500,500,7,6,494,0,0.0,0,10,20,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7183750273402228,1
fix-visual-stability,random,500,500,7,3,497,0,0.0,0,10,60,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6049306994552042,1
flink-query,random,500,500,7,2,498,0,0.0,0,10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,random,500,500,7,3,497,0,0.0,0,10,74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,random,500,500,7,1,499,0,0.0,0,10,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,random,500,500,7,3,497,0,0.0,0,10,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,random,500,500,7,2,498,0,0.0,0,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,random,500,500,7,3,497,0,0.0,0,10,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,random,500,500,7,5,495,0,0.0,0,10,20,1.0,1.0,1.0,1.0,0.2,0.2,0.6,1.0,0.5482507327637915,1
invoice-fraud-detection,random,500,500,7,3,497,0,0.0,0,10,19,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8710785440003369,1
jax-computing-basics,random,500,500,7,1,499,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,random,500,500,7,5,495,0,0.0,0,10,22,1.0,1.0,1.0,1.0,0.2,0.4,0.4,1.0,0.4703652827859579,1
lab-unit-harmonization,random,500,500,7,1,499,0,0.0,0,10,54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,random,500,500,7,4,496,0,0.0,0,10,39,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
latex-formula-extraction,random,500,500,7,2,498,0,0.0,0,10,18,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.6052602440527057,2
lean4-proof,random,500,500,7,2,498,0,0.0,0,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,random,500,500,7,1,499,0,0.0,0,10,31,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
manufacturing-equipment-maintenance,random,500,500,7,2,498,0,0.0,0,10,79,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
manufacturing-fjsp-optimization,random,500,500,7,1,499,0,0.0,0,10,26,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
mario-coin-counting,random,500,500,7,3,497,0,0.0,0,10,27,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
mars-clouds-clustering,random,500,500,7,3,497,0,0.0,0,10,22,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,random,500,500,7,3,497,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,random,500,500,7,6,494,0,0.0,0,10,170,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5,0.6973975865011867,2
offer-letter-generator,random,500,500,7,1,499,0,0.0,0,10,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,random,500,500,7,5,495,0,0.0,0,10,25,0.0,1.0,1.0,1.0,0.4,0.4,0.4,0.5,0.38356636737133565,2
paper-anonymizer,random,500,500,7,2,498,0,0.0,0,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
parallel-tfidf-search,random,500,500,7,3,497,0,0.0,0,10,20,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,1
pddl-tpp-planning,random,500,500,7,1,499,0,0.0,0,10,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,random,500,500,7,2,498,0,0.0,0,10,12,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,random,500,500,7,4,496,0,0.0,0,10,34,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
pg-essay-to-audiobook,random,500,500,7,4,496,0,0.0,0,10,167,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,random,500,500,7,3,497,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,random,500,500,7,1,499,0,0.0,0,10,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,random,500,500,7,1,499,0,0.0,0,10,8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
python-scala-translation,random,500,500,7,6,494,0,0.0,0,10,40,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,random,500,500,7,1,499,0,0.0,0,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,random,500,500,7,4,496,0,0.0,0,10,63,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,random,500,500,7,2,498,0,0.0,0,10,65,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
reserves-at-risk-calc,random,500,500,7,1,499,0,0.0,0,10,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,random,500,500,7,2,498,0,0.0,0,10,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,random,500,500,7,2,498,0,0.0,0,10,70,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8315546295836225,1
sec-financial-report,random,500,500,7,2,498,0,0.0,0,10,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,random,500,500,7,4,496,0,0.0,0,10,23,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
setup-fuzzing-py,random,500,500,7,3,497,0,0.0,0,10,18,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4441228664487979,2
shock-analysis-demand,random,500,500,7,1,499,0,0.0,0,10,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,random,500,500,7,1,499,0,0.0,0,10,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,random,500,500,7,2,498,0,0.0,0,10,25,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,random,500,500,7,3,497,0,0.0,0,10,66,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
speaker-diarization-subtitles,random,500,500,7,4,496,0,0.0,0,10,162,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.75369761125927,1
spring-boot-jakarta-migration,random,500,500,7,5,495,0,0.0,0,10,22,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.7864489426433972,1
suricata-custom-exfil,random,500,500,7,3,497,0,0.0,0,10,44,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,random,500,500,7,3,497,0,0.0,0,10,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,random,500,500,7,1,499,0,0.0,0,10,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,random,500,500,7,2,498,0,0.0,0,10,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,random,500,500,7,2,498,0,0.0,0,10,195,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
travel-planning,random,500,500,7,6,494,0,0.0,0,10,63,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.45390362024822023,1
trend-anomaly-causal-inference,random,500,500,7,4,496,0,0.0,0,10,55,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
video-filler-word-remover,random,500,500,7,3,497,0,0.0,0,10,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,random,500,500,7,7,493,0,0.0,0,10,49,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,1.0,0.8663280500531262,1
video-tutorial-indexer,random,500,500,7,1,499,0,0.0,0,10,164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,random,500,500,7,1,499,0,0.0,0,10,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,random,500,500,7,1,499,0,0.0,0,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,random,500,500,7,2,498,0,0.0,0,10,54,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
3d-scan-calc,random,500,500,8,1,499,0,0.0,0,10,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,random,500,500,8,5,495,0,0.0,0,10,30,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,random,500,500,8,1,499,0,0.0,0,10,51,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
citation-check,random,500,500,8,1,499,0,0.0,0,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,random,500,500,8,4,496,0,0.0,0,10,39,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
court-form-filling,random,500,500,8,1,499,0,0.0,0,10,29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
crystallographic-wyckoff-position-analysis,random,500,500,8,2,498,0,0.0,0,10,59,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,random,500,500,8,2,498,0,0.0,0,10,47,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8065735963827293,1
data-to-d3,random,500,500,8,1,499,0,0.0,0,10,78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,random,500,500,8,1,499,0,0.0,0,10,162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,random,500,500,8,4,496,0,0.0,0,10,24,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9619991470595832,1
earthquake-phase-association,random,500,500,8,4,496,0,0.0,0,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,random,500,500,8,1,499,0,0.0,0,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,random,500,500,8,1,499,0,0.0,0,10,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
energy-ac-optimal-power-flow,random,500,500,8,3,497,0,0.0,0,10,47,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
energy-market-pricing,random,500,500,8,4,496,0,0.0,0,10,14,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
enterprise-information-search,random,500,500,8,1,499,0,0.0,0,10,51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,random,500,500,8,2,498,0,0.0,0,10,29,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,random,500,500,8,5,495,0,0.0,0,10,41,1.0,1.0,1.0,1.0,0.2,0.6,0.8,1.0,0.7372449353281585,1
financial-modeling-qa,random,500,500,8,2,498,0,0.0,0,10,35,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
find-topk-similiar-chemicals,random,500,500,8,3,497,0,0.0,0,10,21,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,random,500,500,8,4,496,0,0.0,0,10,71,0.0,1.0,1.0,1.0,0.25,0.25,0.75,0.5,0.48927421342036576,2
fix-build-google-auto,random,500,500,8,3,497,0,0.0,0,10,66,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9134015924715543,1
fix-druid-loophole-cve,random,500,500,8,2,498,0,0.0,0,10,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,random,500,500,8,6,494,0,0.0,0,10,20,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6194790157221095,1
fix-visual-stability,random,500,500,8,3,497,0,0.0,0,10,51,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.617319681505689,1
flink-query,random,500,500,8,2,498,0,0.0,0,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,random,500,500,8,3,497,0,0.0,0,10,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
